ElementId,Name,Wall Type,Level,Length (m),Area (m²),Volume (m³),OriX,OriY,OriZ,Azimuth (°)
342220,Generic - 200mm,,00,14.8,238.42,47.68,-0.1,0.99,0.0,354.12
342221,Generic - 200mm,,00,37.33,686.77,137.36,0.99,0.1,-0.0,84.12
342222,Generic - 200mm,,00,174.42,416.9,83.38,-0.1,0.99,0.0,354.12
342223,Generic - 200mm,,00,15.27,248.83,49.76,-0.1,0.99,0.0,354.12
342225,Generic - 200mm,,00,37.11,681.77,136.36,-0.99,-0.11,0.0,263.51
342226,Generic - 200mm,,00,2.8,62.29,12.45,0.0,1.0,-0.0,0.0
342229,Generic - 200mm,,00,5.37,121.19,24.19,-1.0,0.0,0.0,270.0
342231,Generic - 200mm,,00,2.0,48.12,9.62,1.0,0.0,-0.0,90.0
342232,Generic - 200mm,,00,50.8,949.21,189.84,0.1,-0.99,0.0,174.12
342233,Generic - 200mm,,00,2.0,48.0,9.6,-1.0,0.0,0.0,270.0
342234,Generic - 200mm,,00,57.92,927.58,185.48,0.1,-0.99,0.0,174.12
342235,Generic - 200mm,,00,5.14,114.36,22.87,0.99,0.1,-0.0,84.12
342236,Generic - 200mm,,00,21.03,383.64,76.73,0.1,-0.99,0.0,174.12
342237,Generic - 200mm,,00,15.79,279.27,55.81,-0.99,-0.1,0.0,264.12
342238,Generic - 200mm,,00,33.15,564.75,112.91,-0.99,-0.1,0.0,264.12
342239,Generic - 200mm,,00,2.0,40.02,8.0,0.0,1.0,-0.0,0.0
342319,Generic - 200mm,,00,174.65,5563.7,1112.73,0.1,-0.99,0.0,174.12
342320,Generic - 200mm,,00,62.62,770.86,154.17,0.1,-0.99,0.0,174.12
342321,Generic - 200mm,,00,43.12,391.08,78.22,0.99,0.1,-0.0,84.12
342322,Generic - 200mm,,00,62.62,881.31,176.27,-0.1,0.99,-0.0,354.12
342323,Generic - 200mm,,00,22.92,294.12,58.83,-0.99,-0.1,0.0,264.12
342324,Generic - 200mm,,00,43.12,400.41,80.03,-0.99,-0.1,0.0,264.12
342325,Generic - 200mm,,00,22.2,284.71,56.94,0.1,-0.99,0.0,174.12
342326,Generic - 200mm,,00,22.7,293.86,58.77,0.99,0.1,-0.0,84.12
342327,Generic - 200mm,,00,22.2,281.06,56.21,-0.1,0.99,-0.0,354.12
342328,Generic - 200mm,,00,22.28,289.74,57.95,0.1,-0.99,0.0,174.12
342329,Generic - 200mm,,00,23.2,302.95,60.59,0.99,0.1,-0.0,84.12
342330,Generic - 200mm,,00,22.28,286.1,57.22,-0.1,0.99,-0.0,354.12
342331,Generic - 200mm,,00,23.2,299.3,59.86,-0.99,-0.1,0.0,264.12
342601,Generic - 200mm,,00,12.23,452.57,90.51,0.99,0.1,-0.0,84.12
342603,Generic - 200mm,,00,12.23,452.57,90.47,-0.99,-0.1,0.0,264.12
349359,1830 x 122 HIGH,,01,,8.07,0.13,,,,
349634,1830 x 122 HIGH,,01,,8.07,0.13,,,,
349657,1830 x 122 HIGH,,01,,8.07,0.13,,,,
349662,1830 x 122 HIGH,,01,,8.07,0.13,,,,
349667,1830 x 122 HIGH,,01,,8.07,0.13,,,,
349693,1830 x 122 HIGH,,00,,8.07,0.13,,,,
349694,1830 x 122 HIGH,,00,,8.07,0.13,,,,
349696,1830 x 122 HIGH,,00,,8.07,0.13,,,,
349697,1830 x 122 HIGH,,00,,8.07,0.13,,,,
349698,1830 x 122 HIGH,,00,,8.07,0.13,,,,
349702,1830 x 122 HIGH,,02,,8.07,0.13,,,,
349703,1830 x 122 HIGH,,02,,8.07,0.13,,,,
349705,1830 x 122 HIGH,,02,,8.07,0.13,,,,
349706,1830 x 122 HIGH,,02,,8.07,0.13,,,,
349707,1830 x 122 HIGH,,02,,8.07,0.13,,,,
349711,1830 x 122 HIGH,,03,,8.07,0.13,,,,
349712,1830 x 122 HIGH,,03,,8.07,0.13,,,,
349714,1830 x 122 HIGH,,03,,8.07,0.13,,,,
349715,1830 x 122 HIGH,,03,,8.07,0.13,,,,
349716,1830 x 122 HIGH,,03,,8.07,0.13,,,,
349720,1830 x 122 HIGH,,04,,8.07,0.13,,,,
349721,1830 x 122 HIGH,,04,,8.07,0.13,,,,
349722,Array Group 1,,04,,,,,,,
349723,1830 x 122 HIGH,,04,,8.07,0.13,,,,
349724,1830 x 122 HIGH,,04,,8.07,0.13,,,,
349725,1830 x 122 HIGH,,04,,8.07,0.13,,,,
350544,1830 x 0610WIDESMALL,,05,,11.45,0.18,,,,
350614,1830 x 0610WIDESMALL,,05,,11.45,0.18,,,,
350635,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350640,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350645,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350650,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350655,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350660,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350665,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350822,1830 x 0610WIDESMALL,,05,,11.45,0.18,,,,
350823,1830 x 0610WIDESMALL,,05,,11.45,0.18,,,,
350824,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350825,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350826,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350827,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350828,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350829,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350830,1830 x 0610WIDE,,05,,16.33,0.26,,,,
350859,1830 x 0610WIDESMALL,,06,,11.45,0.18,,,,
350860,1830 x 0610WIDESMALL,,06,,11.45,0.18,,,,
350861,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350862,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350863,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350864,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350865,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350866,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350867,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350868,1830 x 0610WIDESMALL,,06,,11.45,0.18,,,,
350869,1830 x 0610WIDESMALL,,06,,11.45,0.18,,,,
350870,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350871,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350872,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350873,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350874,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350875,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350876,1830 x 0610WIDE,,06,,16.33,0.26,,,,
350881,1830 x 0610WIDESMALL,,07,,11.45,0.18,,,,
350882,1830 x 0610WIDESMALL,,07,,11.45,0.18,,,,
350883,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350884,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350885,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350886,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350887,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350888,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350889,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350890,1830 x 0610WIDESMALL,,07,,11.45,0.18,,,,
350891,1830 x 0610WIDESMALL,,07,,11.45,0.18,,,,
350892,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350893,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350894,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350895,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350896,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350897,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350898,1830 x 0610WIDE,,07,,16.33,0.26,,,,
350903,1830 x 0610WIDESMALL,,08,,11.45,0.18,,,,
350904,1830 x 0610WIDESMALL,,08,,11.45,0.18,,,,
350905,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350906,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350907,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350908,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350909,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350910,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350911,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350912,1830 x 0610WIDESMALL,,08,,11.45,0.18,,,,
350913,1830 x 0610WIDESMALL,,08,,11.45,0.18,,,,
350914,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350915,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350916,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350917,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350918,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350919,1830 x 0610WIDE,,08,,16.33,0.26,,,,
350920,1830 x 0610WIDE,,08,,16.33,0.26,,,,
352360,Generic - 200mm,,00,174.25,2734.1,546.82,-0.1,0.99,0.0,354.12
352461,Generic - 200mm,,00,5.16,36.12,7.22,0.14,-0.99,0.0,172.08
352462,Generic - 200mm,,00,8.27,24.82,4.96,0.15,-0.99,0.0,171.31
352464,Generic - 200mm,,00,5.11,31.54,6.31,-0.12,0.99,0.0,352.87
352465,Generic - 200mm,,00,8.27,24.83,4.96,-0.15,0.99,0.0,351.3
353807,1830 x 122 HIGH,,03,,8.07,0.13,,,,
353808,1830 x 122 HIGH,,03,,8.07,0.13,,,,
353809,1830 x 122 HIGH,,03,,8.07,0.13,,,,
353810,1830 x 122 HIGH,,03,,8.07,0.13,,,,
353811,1830 x 122 HIGH,,03,,8.07,0.13,,,,
353829,1830 x 122 HIGH,,00,,8.07,0.13,,,,
353830,1830 x 122 HIGH,,00,,8.07,0.13,,,,
