Data_Type,Solution_ID,Capacity_kW,Total_Investment_EUR,ROI_Percent,Annual_Energy_kWh,Net_Import_Reduction_kWh,Pareto_Optimal,Rank_Position,Selection_Date,Element_ID,Glass_Type,Glass_Area_m2,Element_Cost_EUR,Orientation,Azimuth_Degrees,Building_Level,Family_Type,Window_Width_m,Window_Height_m,Efficiency_Percent,Note
BIPV_Element,,,,,3077.94775,,,,,350827,Standard,16.22,6617.759999999999,South,174.1,5,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350828,Standard,16.22,6617.759999999999,South,174.1,5,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350829,Standard,16.22,6617.759999999999,South,174.1,5,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350830,Standard,16.22,6617.759999999999,South,174.1,5,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350859,Standard,10.68,4357.44,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350860,Standard,10.68,4357.44,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350861,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350862,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350863,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350864,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350865,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350866,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350867,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350868,Standard,10.68,4357.44,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350869,Standard,10.68,4357.44,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350870,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350871,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350872,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350873,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350874,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350875,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350876,Standard,16.22,6617.759999999999,South,174.1,6,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350881,Standard,10.68,4357.44,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350882,Standard,10.68,4357.44,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350883,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350884,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350885,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350886,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350887,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350888,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350889,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350890,Standard,10.68,4357.44,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350891,Standard,10.68,4357.44,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350892,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350893,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350894,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350895,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350896,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350897,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350898,Standard,16.22,6617.759999999999,South,174.1,7,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350903,Standard,10.68,4357.44,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350904,Standard,10.68,4357.44,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350905,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350906,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350907,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350908,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350909,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350910,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350911,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350912,Standard,10.68,4357.44,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2026.6634999999999,,,,,350913,Standard,10.68,4357.44,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350914,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350915,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350916,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350917,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350918,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350919,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3077.94775,,,,,350920,Standard,16.22,6617.759999999999,South,174.1,8,WindowBig01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355915,Standard,44.04,17968.32,South,174.1,6,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355916,Standard,44.04,17968.32,South,174.1,6,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355917,Standard,44.04,17968.32,South,174.1,6,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355921,Standard,44.04,17968.32,South,174.1,7,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355922,Standard,44.04,17968.32,South,174.1,7,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355923,Standard,44.04,17968.32,South,174.1,7,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355927,Standard,44.04,17968.32,South,174.1,8,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355928,Standard,44.04,17968.32,South,174.1,8,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,8357.1405,,,,,355929,Standard,44.04,17968.32,South,174.1,8,WindowModern01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,4299.44331,,,,,366345,Standard,31.58,12884.639999999998,East,83.5,0,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3855.7285199999997,,,,,366379,Standard,31.58,12884.639999999998,West,263.5,0,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3855.7285199999997,,,,,366386,Standard,31.58,12884.639999999998,West,263.5,0,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3855.7285199999997,,,,,366593,Standard,31.58,12884.639999999998,West,263.5,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3855.7285199999997,,,,,366594,Standard,31.58,12884.639999999998,West,263.5,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3855.7285199999997,,,,,366595,Standard,31.58,12884.639999999998,West,263.5,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3855.7285199999997,,,,,366874,Standard,31.58,12884.639999999998,West,263.5,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,367126,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,367134,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367274,Standard,31.58,12884.639999999998,West,264.1,0,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367275,Standard,31.58,12884.639999999998,West,264.1,0,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367276,Standard,31.58,12884.639999999998,West,264.1,0,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367277,Standard,31.58,12884.639999999998,West,264.1,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367278,Standard,31.58,12884.639999999998,West,264.1,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367279,Standard,31.58,12884.639999999998,West,264.1,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367280,Standard,31.58,12884.639999999998,West,264.1,2,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,3707.8235899999995,,,,,367281,Standard,31.58,12884.639999999998,West,264.1,0,WindowHugeArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,367842,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,367843,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,367844,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,368995,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,369015,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,369224,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,369225,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,369235,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,369236,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,369246,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,251.51364,,,,,369247,Standard,2.06,840.4799999999999,West,263.5,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369332,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369333,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369460,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369461,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369471,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369472,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369482,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,369483,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,370300,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,371062,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,371063,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,371064,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371165,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371166,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371176,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371177,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371187,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371188,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371196,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371197,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371205,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371206,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371216,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,371217,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,371250,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,371251,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,371252,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,371253,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,371254,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,371255,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,371256,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,371268,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,371269,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,371270,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,371271,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,371272,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,371273,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,371274,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372079,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372080,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372081,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372082,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372083,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372084,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372085,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372086,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372087,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372088,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372089,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372090,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372091,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372092,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372093,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372094,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372095,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372096,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372097,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
